,Order_ID,Date,Delivery_Status,Delivery_Time,Delivery_Cost,Customer_Rating,Rider_ID
8199,ORDER8200,2023-07-15,In Transit,52,381.81,1,RIDER8200
8200,ORDER8201,2023-10-15,In Transit,34,494.72,1,RIDER8201
8201,ORDER8202,2023-04-23,In Transit,15,154.97,2,RIDER8202
8202,ORDER8203,2023-02-12,Failed,45,357.49,1,RIDER8203
8203,ORDER8204,2023-07-20,Delivered,100,379.54,2,RIDER8204
8204,ORDER8205,2023-03-29,In Transit,55,62.22,5,RIDER8205
8205,ORDER8206,2023-06-13,Delivered,82,396.65,1,RIDER8206
8206,ORDER8207,2023-12-21,In Transit,80,416.96,2,RIDER8207
8207,ORDER8208,2023-04-19,In Transit,113,114.19,2,RIDER8208
8208,ORDER8209,2023-06-06,In Transit,37,72.74,3,RIDER8209
8209,ORDER8210,2023-08-24,In Transit,56,57.63,3,RIDER8210
8210,ORDER8211,2023-12-18,Delivered,70,140.02,5,RIDER8211
8211,ORDER8212,2023-04-22,Failed,56,256.52,3,RIDER8212
8212,ORDER8213,2023-07-12,Delivered,96,483.85,1,RIDER8213
8213,ORDER8214,2023-12-14,In Transit,96,318.5,1,RIDER8214
8214,ORDER8215,2023-02-06,In Transit,107,222.15,2,RIDER8215
8215,ORDER8216,2023-09-13,Delivered,41,282.3,5,RIDER8216
8216,ORDER8217,2023-09-17,Delivered,45,301.67,2,RIDER8217
8217,ORDER8218,2023-07-30,Delivered,26,304.14,2,RIDER8218
8218,ORDER8219,2023-04-05,Delivered,63,216.32,4,RIDER8219
8219,ORDER8220,2023-09-30,Delivered,27,174.09,3,RIDER8220
8220,ORDER8221,2023-01-16,Delivered,69,330.67,1,RIDER8221
8221,ORDER8222,2023-07-08,Failed,23,163.95,4,RIDER8222
8222,ORDER8223,2023-03-23,Failed,64,485.53,4,RIDER8223
8223,ORDER8224,2023-12-04,Delivered,97,105.42,1,RIDER8224
8224,ORDER8225,2023-07-19,Delivered,42,375.68,4,RIDER8225
8225,ORDER8226,2023-01-04,Failed,83,361.05,1,RIDER8226
8226,ORDER8227,2023-02-09,In Transit,32,174.81,3,RIDER8227
8227,ORDER8228,2023-05-24,Failed,97,337.45,3,RIDER8228
8228,ORDER8229,2023-08-20,In Transit,26,162.02,2,RIDER8229
8229,ORDER8230,2023-09-02,Delivered,54,227.69,4,RIDER8230
8230,ORDER8231,2023-11-13,In Transit,90,309.28,1,RIDER8231
8231,ORDER8232,2023-09-22,Delivered,54,108.87,2,RIDER8232
8232,ORDER8233,2023-06-28,Failed,55,321.91,2,RIDER8233
8233,ORDER8234,2023-04-07,In Transit,92,342.56,5,RIDER8234
8234,ORDER8235,2023-08-26,Delivered,46,444.97,3,RIDER8235
8235,ORDER8236,2023-07-26,Delivered,48,432.25,3,RIDER8236
8236,ORDER8237,2023-05-28,In Transit,94,457.05,3,RIDER8237
8237,ORDER8238,2023-02-19,Failed,101,65.5,1,RIDER8238
8238,ORDER8239,2023-07-12,In Transit,40,402.04,3,RIDER8239
8239,ORDER8240,2023-12-24,In Transit,88,460.31,3,RIDER8240
8240,ORDER8241,2023-05-08,Failed,60,471.51,2,RIDER8241
8241,ORDER8242,2023-03-17,Failed,15,104.57,3,RIDER8242
8242,ORDER8243,2023-03-24,Failed,66,256.16,4,RIDER8243
8243,ORDER8244,2023-07-29,Delivered,66,432.99,3,RIDER8244
8244,ORDER8245,2023-06-08,Delivered,109,270.73,2,RIDER8245
8245,ORDER8246,2023-03-07,Delivered,58,129.71,4,RIDER8246
8246,ORDER8247,2023-05-14,In Transit,50,161.8,2,RIDER8247
8247,ORDER8248,2023-03-18,In Transit,32,265.79,5,RIDER8248
8248,ORDER8249,2023-08-19,Failed,56,242.79,1,RIDER8249
8249,ORDER8250,2023-10-04,Failed,40,285.74,3,RIDER8250
8250,ORDER8251,2023-08-23,Delivered,99,456.22,4,RIDER8251
8251,ORDER8252,2023-05-06,Failed,63,307.25,2,RIDER8252
8252,ORDER8253,2023-06-25,Delivered,120,127.54,1,RIDER8253
8253,ORDER8254,2023-10-18,Failed,12,262.38,3,RIDER8254
8254,ORDER8255,2023-09-20,Failed,21,322.24,3,RIDER8255
8255,ORDER8256,2023-08-17,Delivered,109,370.82,2,RIDER8256
8256,ORDER8257,2023-10-03,Failed,14,221.88,3,RIDER8257
8257,ORDER8258,2023-01-01,Failed,83,77.87,4,RIDER8258
8258,ORDER8259,2023-02-26,In Transit,48,317.64,3,RIDER8259
8259,ORDER8260,2023-11-18,Delivered,73,172.01,4,RIDER8260
8260,ORDER8261,2023-06-27,In Transit,91,61.94,2,RIDER8261
8261,ORDER8262,2023-11-04,In Transit,61,390.92,2,RIDER8262
8262,ORDER8263,2023-09-05,Failed,106,105.79,4,RIDER8263
8263,ORDER8264,2023-11-06,Delivered,95,436.9,4,RIDER8264
8264,ORDER8265,2023-02-23,Failed,23,196.62,5,RIDER8265
8265,ORDER8266,2023-12-13,Failed,110,407.95,1,RIDER8266
8266,ORDER8267,2023-06-21,Failed,12,90.88,1,RIDER8267
8267,ORDER8268,2023-08-06,In Transit,95,467.57,1,RIDER8268
8268,ORDER8269,2023-01-29,In Transit,19,381.14,2,RIDER8269
8269,ORDER8270,2023-11-30,In Transit,21,92.55,3,RIDER8270
8270,ORDER8271,2023-02-12,Failed,39,328.53,2,RIDER8271
8271,ORDER8272,2023-07-09,In Transit,107,209.39,5,RIDER8272
8272,ORDER8273,2023-12-18,Failed,55,362.99,5,RIDER8273
8273,ORDER8274,2023-11-07,Failed,103,241.88,3,RIDER8274
8274,ORDER8275,2023-10-14,Delivered,110,172.79,5,RIDER8275
8275,ORDER8276,2023-09-18,In Transit,45,202.07,3,RIDER8276
8276,ORDER8277,2023-05-09,Delivered,104,382.75,3,RIDER8277
8277,ORDER8278,2023-09-01,In Transit,49,241.02,4,RIDER8278
8278,ORDER8279,2023-04-04,In Transit,48,319.58,3,RIDER8279
8279,ORDER8280,2023-05-27,In Transit,116,277.97,3,RIDER8280
8280,ORDER8281,2023-11-26,In Transit,21,242.4,5,RIDER8281
8281,ORDER8282,2023-04-27,Failed,69,226.67,4,RIDER8282
8282,ORDER8283,2023-07-18,Delivered,32,167.19,2,RIDER8283
8283,ORDER8284,2023-11-21,Delivered,92,420.57,1,RIDER8284
8284,ORDER8285,2023-09-17,Delivered,87,230.08,2,RIDER8285
8285,ORDER8286,2023-04-05,Failed,94,344.9,1,RIDER8286
8286,ORDER8287,2023-11-01,Failed,41,394.08,5,RIDER8287
8287,ORDER8288,2023-10-22,Failed,117,384.13,3,RIDER8288
8288,ORDER8289,2023-05-20,In Transit,111,372.43,3,RIDER8289
8289,ORDER8290,2023-10-21,Delivered,28,318.99,2,RIDER8290
8290,ORDER8291,2023-10-16,Delivered,88,251.61,2,RIDER8291
8291,ORDER8292,2023-10-01,Delivered,60,493.68,4,RIDER8292
8292,ORDER8293,2023-10-25,In Transit,92,474.87,1,RIDER8293
8293,ORDER8294,2023-06-27,Failed,101,340.2,4,RIDER8294
8294,ORDER8295,2023-02-17,In Transit,85,151.48,2,RIDER8295
8295,ORDER8296,2023-04-24,Delivered,13,266.55,3,RIDER8296
8296,ORDER8297,2023-09-26,Delivered,77,480.52,5,RIDER8297
8297,ORDER8298,2023-03-27,In Transit,110,316.17,3,RIDER8298
8298,ORDER8299,2023-07-28,In Transit,71,175.73,1,RIDER8299
8299,ORDER8300,2023-11-21,In Transit,112,76.53,1,RIDER8300
8300,ORDER8301,2023-01-21,Delivered,31,294.21,5,RIDER8301
8301,ORDER8302,2023-11-14,Delivered,99,193.7,1,RIDER8302
8302,ORDER8303,2023-02-05,Failed,93,269.83,4,RIDER8303
8303,ORDER8304,2023-08-24,Delivered,19,380.44,2,RIDER8304
8304,ORDER8305,2023-09-16,Failed,103,353.19,4,RIDER8305
8305,ORDER8306,2023-10-30,Delivered,62,82.7,2,RIDER8306
8306,ORDER8307,2023-01-25,Delivered,46,443.88,4,RIDER8307
8307,ORDER8308,2023-01-27,Failed,95,86.39,4,RIDER8308
8308,ORDER8309,2023-09-05,Failed,31,361.1,2,RIDER8309
8309,ORDER8310,2023-01-17,In Transit,58,257.05,4,RIDER8310
8310,ORDER8311,2023-07-19,Failed,83,234.47,5,RIDER8311
8311,ORDER8312,2023-11-21,Failed,115,406.33,2,RIDER8312
8312,ORDER8313,2023-12-10,In Transit,78,102.51,2,RIDER8313
8313,ORDER8314,2023-01-06,In Transit,44,181.17,4,RIDER8314
8314,ORDER8315,2023-07-25,Failed,44,305.89,5,RIDER8315
8315,ORDER8316,2023-01-10,Delivered,82,265.89,1,RIDER8316
8316,ORDER8317,2023-11-26,Delivered,107,286.24,2,RIDER8317
8317,ORDER8318,2023-01-21,In Transit,40,345.28,3,RIDER8318
8318,ORDER8319,2023-03-03,In Transit,55,456.57,2,RIDER8319
8319,ORDER8320,2023-11-20,Delivered,116,237.01,1,RIDER8320
8320,ORDER8321,2023-07-30,Delivered,52,439.51,4,RIDER8321
8321,ORDER8322,2023-08-21,Delivered,11,479.78,5,RIDER8322
8322,ORDER8323,2023-02-17,In Transit,101,464.09,5,RIDER8323
8323,ORDER8324,2023-04-20,In Transit,77,414.23,3,RIDER8324
8324,ORDER8325,2023-01-11,In Transit,68,468.49,4,RIDER8325
8325,ORDER8326,2023-05-18,Failed,60,408.96,1,RIDER8326
8326,ORDER8327,2023-06-25,In Transit,119,309.74,4,RIDER8327
8327,ORDER8328,2023-06-10,In Transit,72,72.31,4,RIDER8328
8328,ORDER8329,2023-01-04,Failed,67,130.98,2,RIDER8329
8329,ORDER8330,2023-08-11,Delivered,117,301.57,3,RIDER8330
8330,ORDER8331,2023-07-23,Failed,59,361.97,2,RIDER8331
8331,ORDER8332,2023-09-21,Failed,44,215.48,2,RIDER8332
8332,ORDER8333,2023-03-11,Failed,42,452.34,1,RIDER8333
8333,ORDER8334,2023-11-07,Delivered,109,413.44,5,RIDER8334
8334,ORDER8335,2023-02-08,In Transit,15,126.57,4,RIDER8335
8335,ORDER8336,2023-06-22,Failed,107,189.13,1,RIDER8336
8336,ORDER8337,2023-05-23,Delivered,119,375.75,2,RIDER8337
8337,ORDER8338,2023-10-22,In Transit,37,447.45,2,RIDER8338
8338,ORDER8339,2023-12-19,Delivered,53,152.39,2,RIDER8339
8339,ORDER8340,2023-01-20,Delivered,49,209.9,2,RIDER8340
8340,ORDER8341,2023-07-16,Failed,55,338.47,5,RIDER8341
8341,ORDER8342,2023-07-12,Failed,118,50.6,3,RIDER8342
8342,ORDER8343,2023-04-23,Delivered,109,62.1,5,RIDER8343
8343,ORDER8344,2023-07-08,Delivered,114,383.1,3,RIDER8344
8344,ORDER8345,2023-10-22,In Transit,47,285.91,1,RIDER8345
8345,ORDER8346,2023-02-13,In Transit,43,203.96,3,RIDER8346
8346,ORDER8347,2023-06-02,Delivered,37,172.52,1,RIDER8347
8347,ORDER8348,2023-01-05,Delivered,20,430.47,4,RIDER8348
8348,ORDER8349,2023-02-21,In Transit,87,476.61,1,RIDER8349
8349,ORDER8350,2023-02-11,In Transit,78,115.26,1,RIDER8350
8350,ORDER8351,2023-07-19,In Transit,104,436.05,1,RIDER8351
8351,ORDER8352,2023-01-11,Delivered,58,197.13,1,RIDER8352
8352,ORDER8353,2023-03-08,In Transit,108,150.83,4,RIDER8353
8353,ORDER8354,2023-08-31,In Transit,114,300.76,1,RIDER8354
8354,ORDER8355,2023-10-25,Delivered,24,310.45,5,RIDER8355
8355,ORDER8356,2023-08-05,Delivered,117,320.19,5,RIDER8356
8356,ORDER8357,2023-01-15,In Transit,57,455.94,1,RIDER8357
8357,ORDER8358,2023-10-27,Delivered,48,336.48,1,RIDER8358
8358,ORDER8359,2023-08-11,Delivered,47,456.68,2,RIDER8359
8359,ORDER8360,2023-07-27,Delivered,69,52.48,2,RIDER8360
8360,ORDER8361,2023-01-03,In Transit,68,330.61,2,RIDER8361
8361,ORDER8362,2023-03-26,Delivered,26,412.86,3,RIDER8362
8362,ORDER8363,2023-04-30,In Transit,13,124.99,3,RIDER8363
8363,ORDER8364,2023-04-09,Delivered,63,291.24,5,RIDER8364
8364,ORDER8365,2023-09-18,Delivered,82,115.5,1,RIDER8365
8365,ORDER8366,2023-05-04,Delivered,107,465.33,1,RIDER8366
8366,ORDER8367,2023-08-13,Failed,71,145.69,3,RIDER8367
8367,ORDER8368,2023-04-11,Delivered,88,321.41,3,RIDER8368
8368,ORDER8369,2023-12-01,Delivered,40,317.93,4,RIDER8369
8369,ORDER8370,2023-03-26,Failed,16,58.11,5,RIDER8370
8370,ORDER8371,2023-09-15,Failed,59,251.76,4,RIDER8371
8371,ORDER8372,2023-01-02,Failed,20,413.37,5,RIDER8372
8372,ORDER8373,2023-02-04,Failed,112,482.86,4,RIDER8373
8373,ORDER8374,2023-07-27,Delivered,80,373.68,5,RIDER8374
8374,ORDER8375,2023-10-09,Delivered,95,187.95,5,RIDER8375
8375,ORDER8376,2023-12-17,In Transit,50,109.04,5,RIDER8376
8376,ORDER8377,2023-10-24,In Transit,80,57.38,3,RIDER8377
8377,ORDER8378,2023-12-28,Failed,38,491.9,3,RIDER8378
8378,ORDER8379,2023-10-10,Failed,100,394.18,1,RIDER8379
8379,ORDER8380,2023-11-27,In Transit,102,422.79,1,RIDER8380
8380,ORDER8381,2023-04-30,In Transit,118,190.7,4,RIDER8381
8381,ORDER8382,2023-01-13,Failed,110,341.08,3,RIDER8382
8382,ORDER8383,2023-11-02,In Transit,34,313.57,3,RIDER8383
8383,ORDER8384,2023-12-17,Failed,43,246.69,5,RIDER8384
8384,ORDER8385,2023-07-22,Delivered,102,386.58,3,RIDER8385
8385,ORDER8386,2023-11-26,In Transit,68,241.74,2,RIDER8386
8386,ORDER8387,2023-05-23,In Transit,48,395.91,3,RIDER8387
8387,ORDER8388,2023-06-16,Failed,69,318.45,1,RIDER8388
8388,ORDER8389,2023-05-28,Failed,50,369.04,5,RIDER8389
8389,ORDER8390,2023-06-02,Delivered,118,334.84,2,RIDER8390
8390,ORDER8391,2023-01-26,In Transit,105,180.39,1,RIDER8391
8391,ORDER8392,2023-09-09,Failed,61,222.32,4,RIDER8392
8392,ORDER8393,2023-03-16,In Transit,61,96.6,3,RIDER8393
8393,ORDER8394,2023-03-08,In Transit,70,285.14,1,RIDER8394
8394,ORDER8395,2023-11-01,In Transit,92,479.43,5,RIDER8395
8395,ORDER8396,2023-01-09,Failed,120,249.88,5,RIDER8396
8396,ORDER8397,2023-03-06,Delivered,90,399.96,1,RIDER8397
8397,ORDER8398,2023-06-13,In Transit,105,472.12,4,RIDER8398
8398,ORDER8399,2023-03-26,In Transit,18,386.76,4,RIDER8399
8399,ORDER8400,2023-04-07,Delivered,31,430.62,4,RIDER8400
8400,ORDER8401,2023-03-05,Failed,29,438.59,1,RIDER8401
8401,ORDER8402,2023-02-05,Failed,31,153.89,5,RIDER8402
8402,ORDER8403,2023-11-17,In Transit,74,318.8,2,RIDER8403
8403,ORDER8404,2023-03-17,Failed,78,299.73,1,RIDER8404
8404,ORDER8405,2023-08-26,Delivered,35,151.66,5,RIDER8405
8405,ORDER8406,2023-07-19,Delivered,88,390.3,3,RIDER8406
8406,ORDER8407,2023-04-21,In Transit,108,292.0,2,RIDER8407
8407,ORDER8408,2023-09-20,In Transit,120,214.37,2,RIDER8408
8408,ORDER8409,2023-08-20,Failed,52,478.46,5,RIDER8409
8409,ORDER8410,2023-11-20,Delivered,101,209.18,2,RIDER8410
8410,ORDER8411,2023-01-14,Delivered,117,144.21,1,RIDER8411
8411,ORDER8412,2023-08-07,In Transit,81,189.99,5,RIDER8412
8412,ORDER8413,2023-11-05,Failed,113,437.61,4,RIDER8413
8413,ORDER8414,2023-10-25,Delivered,116,317.96,1,RIDER8414
8414,ORDER8415,2023-02-19,In Transit,120,398.87,5,RIDER8415
8415,ORDER8416,2023-01-02,In Transit,60,235.18,5,RIDER8416
8416,ORDER8417,2023-01-02,In Transit,61,57.95,3,RIDER8417
8417,ORDER8418,2023-10-27,Failed,106,336.41,2,RIDER8418
8418,ORDER8419,2023-07-06,Delivered,111,268.1,4,RIDER8419
8419,ORDER8420,2023-06-26,Delivered,113,197.06,3,RIDER8420
8420,ORDER8421,2023-12-09,In Transit,105,458.45,4,RIDER8421
8421,ORDER8422,2023-03-10,Delivered,40,55.1,3,RIDER8422
8422,ORDER8423,2023-08-07,Delivered,20,180.47,2,RIDER8423
8423,ORDER8424,2023-06-22,In Transit,55,408.41,5,RIDER8424
8424,ORDER8425,2023-02-26,In Transit,10,111.85,4,RIDER8425
8425,ORDER8426,2023-08-28,In Transit,88,249.67,5,RIDER8426
8426,ORDER8427,2023-09-29,In Transit,33,90.45,1,RIDER8427
8427,ORDER8428,2023-11-17,Failed,115,230.78,2,RIDER8428
8428,ORDER8429,2023-07-02,Failed,62,331.55,2,RIDER8429
8429,ORDER8430,2023-03-29,Delivered,114,261.98,4,RIDER8430
8430,ORDER8431,2023-06-13,Delivered,61,101.47,4,RIDER8431
8431,ORDER8432,2023-05-12,Failed,96,192.56,2,RIDER8432
8432,ORDER8433,2023-02-08,In Transit,84,452.95,1,RIDER8433
8433,ORDER8434,2023-12-14,In Transit,101,392.05,3,RIDER8434
8434,ORDER8435,2023-11-08,In Transit,11,53.09,1,RIDER8435
8435,ORDER8436,2023-07-17,In Transit,97,104.52,5,RIDER8436
8436,ORDER8437,2023-12-24,Failed,84,199.98,1,RIDER8437
8437,ORDER8438,2023-10-15,Failed,21,426.06,3,RIDER8438
8438,ORDER8439,2023-10-24,Delivered,65,248.12,2,RIDER8439
8439,ORDER8440,2023-03-27,Failed,28,80.95,2,RIDER8440
8440,ORDER8441,2023-12-08,In Transit,85,490.16,5,RIDER8441
8441,ORDER8442,2023-10-26,Failed,75,101.51,2,RIDER8442
8442,ORDER8443,2023-03-02,In Transit,38,302.74,5,RIDER8443
8443,ORDER8444,2023-04-25,Failed,54,184.98,5,RIDER8444
8444,ORDER8445,2023-03-08,Failed,36,458.2,5,RIDER8445
8445,ORDER8446,2023-09-02,Failed,89,294.33,5,RIDER8446
8446,ORDER8447,2023-12-11,Delivered,29,269.7,2,RIDER8447
8447,ORDER8448,2023-01-10,In Transit,52,196.73,5,RIDER8448
8448,ORDER8449,2023-12-18,Delivered,111,426.22,5,RIDER8449
8449,ORDER8450,2023-05-02,Failed,67,412.74,5,RIDER8450
8450,ORDER8451,2023-06-06,In Transit,90,207.92,3,RIDER8451
8451,ORDER8452,2023-08-12,Failed,60,82.7,4,RIDER8452
8452,ORDER8453,2023-07-28,In Transit,54,420.84,5,RIDER8453
8453,ORDER8454,2023-10-17,Delivered,21,437.32,3,RIDER8454
8454,ORDER8455,2023-01-07,Delivered,49,498.63,2,RIDER8455
8455,ORDER8456,2023-02-10,In Transit,13,153.47,1,RIDER8456
8456,ORDER8457,2023-10-22,In Transit,54,254.69,5,RIDER8457
8457,ORDER8458,2023-06-24,Failed,98,451.6,2,RIDER8458
8458,ORDER8459,2023-11-19,In Transit,10,285.2,4,RIDER8459
8459,ORDER8460,2023-07-13,Failed,84,178.41,2,RIDER8460
8460,ORDER8461,2023-03-01,In Transit,82,250.37,1,RIDER8461
8461,ORDER8462,2023-09-29,Delivered,101,496.53,1,RIDER8462
8462,ORDER8463,2023-03-09,In Transit,94,106.8,5,RIDER8463
8463,ORDER8464,2023-08-28,Delivered,75,414.18,4,RIDER8464
8464,ORDER8465,2023-12-31,In Transit,89,456.52,2,RIDER8465
8465,ORDER8466,2023-07-07,Failed,38,309.89,1,RIDER8466
8466,ORDER8467,2023-01-20,Delivered,104,304.41,1,RIDER8467
8467,ORDER8468,2023-10-25,In Transit,116,391.47,4,RIDER8468
8468,ORDER8469,2023-05-13,Delivered,59,388.36,2,RIDER8469
8469,ORDER8470,2023-08-30,Failed,105,55.83,4,RIDER8470
8470,ORDER8471,2023-10-08,In Transit,46,399.38,1,RIDER8471
8471,ORDER8472,2023-06-15,In Transit,13,98.57,4,RIDER8472
8472,ORDER8473,2023-10-13,Delivered,106,456.32,2,RIDER8473
8473,ORDER8474,2023-06-10,Failed,105,298.5,4,RIDER8474
8474,ORDER8475,2023-04-14,In Transit,66,120.42,3,RIDER8475
8475,ORDER8476,2023-08-12,In Transit,99,68.88,4,RIDER8476
8476,ORDER8477,2023-05-01,Delivered,73,67.45,2,RIDER8477
8477,ORDER8478,2023-12-31,Failed,68,475.12,4,RIDER8478
8478,ORDER8479,2023-02-10,Delivered,117,217.03,2,RIDER8479
8479,ORDER8480,2023-02-23,In Transit,88,372.98,4,RIDER8480
8480,ORDER8481,2023-03-16,Failed,59,328.25,3,RIDER8481
8481,ORDER8482,2023-11-23,Failed,43,146.21,1,RIDER8482
8482,ORDER8483,2023-06-05,Delivered,13,138.45,4,RIDER8483
8483,ORDER8484,2023-10-22,Delivered,39,350.95,2,RIDER8484
8484,ORDER8485,2023-05-26,In Transit,93,145.59,4,RIDER8485
8485,ORDER8486,2023-05-29,In Transit,43,480.58,2,RIDER8486
8486,ORDER8487,2023-07-30,Failed,97,175.25,2,RIDER8487
8487,ORDER8488,2023-07-03,In Transit,113,134.42,5,RIDER8488
8488,ORDER8489,2023-12-08,In Transit,62,271.4,4,RIDER8489
8489,ORDER8490,2023-12-10,In Transit,32,160.01,4,RIDER8490
8490,ORDER8491,2023-07-25,Failed,63,336.09,3,RIDER8491
8491,ORDER8492,2023-05-30,In Transit,38,105.4,4,RIDER8492
8492,ORDER8493,2023-06-14,Delivered,12,370.81,4,RIDER8493
8493,ORDER8494,2023-08-05,Failed,85,154.64,3,RIDER8494
8494,ORDER8495,2023-06-20,Failed,73,75.55,4,RIDER8495
8495,ORDER8496,2023-10-11,Delivered,80,346.88,2,RIDER8496
8496,ORDER8497,2023-10-30,Delivered,41,277.73,3,RIDER8497
8497,ORDER8498,2023-03-23,Delivered,62,125.11,3,RIDER8498
8498,ORDER8499,2023-08-01,In Transit,100,81.62,1,RIDER8499
8499,ORDER8500,2023-08-13,Delivered,12,145.72,4,RIDER8500
8500,ORDER8501,2023-11-30,Delivered,26,297.11,1,RIDER8501
8501,ORDER8502,2023-12-03,In Transit,34,185.9,4,RIDER8502
8502,ORDER8503,2023-09-21,Delivered,58,451.01,5,RIDER8503
8503,ORDER8504,2023-03-04,Delivered,31,160.95,1,RIDER8504
8504,ORDER8505,2023-11-11,Failed,39,304.94,2,RIDER8505
8505,ORDER8506,2023-01-12,Delivered,69,122.0,5,RIDER8506
8506,ORDER8507,2023-07-07,Failed,57,50.25,2,RIDER8507
8507,ORDER8508,2023-03-08,Delivered,82,346.76,3,RIDER8508
8508,ORDER8509,2023-08-06,Delivered,62,291.44,4,RIDER8509
8509,ORDER8510,2023-12-02,Failed,39,333.79,1,RIDER8510
8510,ORDER8511,2023-07-23,Failed,93,372.38,5,RIDER8511
8511,ORDER8512,2023-03-25,Failed,25,62.36,2,RIDER8512
8512,ORDER8513,2023-02-01,Delivered,27,104.76,4,RIDER8513
8513,ORDER8514,2023-07-20,Failed,118,421.31,4,RIDER8514
8514,ORDER8515,2023-06-30,Failed,98,266.33,4,RIDER8515
8515,ORDER8516,2023-02-04,Failed,48,391.68,5,RIDER8516
8516,ORDER8517,2023-06-15,Delivered,77,491.61,4,RIDER8517
8517,ORDER8518,2023-05-12,Delivered,51,390.87,5,RIDER8518
8518,ORDER8519,2023-12-10,In Transit,37,130.46,4,RIDER8519
8519,ORDER8520,2023-06-21,In Transit,61,328.73,3,RIDER8520
8520,ORDER8521,2023-12-07,Failed,63,122.75,4,RIDER8521
8521,ORDER8522,2023-07-29,Failed,111,199.12,4,RIDER8522
8522,ORDER8523,2023-06-04,In Transit,114,306.3,2,RIDER8523
8523,ORDER8524,2023-02-28,In Transit,93,418.72,2,RIDER8524
8524,ORDER8525,2023-09-10,Failed,44,272.9,1,RIDER8525
8525,ORDER8526,2023-01-20,Delivered,67,84.68,5,RIDER8526
8526,ORDER8527,2023-02-05,Failed,67,182.78,3,RIDER8527
8527,ORDER8528,2023-12-03,Failed,95,224.55,5,RIDER8528
8528,ORDER8529,2023-09-29,In Transit,17,122.75,1,RIDER8529
8529,ORDER8530,2023-01-13,Failed,83,258.51,2,RIDER8530
8530,ORDER8531,2023-06-19,In Transit,44,122.17,3,RIDER8531
8531,ORDER8532,2023-01-08,In Transit,46,98.49,1,RIDER8532
8532,ORDER8533,2023-06-16,Delivered,117,189.87,2,RIDER8533
8533,ORDER8534,2023-07-23,Failed,10,75.14,3,RIDER8534
8534,ORDER8535,2023-12-21,Delivered,22,403.02,1,RIDER8535
8535,ORDER8536,2023-11-13,In Transit,77,160.57,4,RIDER8536
8536,ORDER8537,2023-03-22,Failed,21,349.33,2,RIDER8537
8537,ORDER8538,2023-12-18,In Transit,112,348.05,4,RIDER8538
8538,ORDER8539,2023-05-28,In Transit,16,59.59,2,RIDER8539
8539,ORDER8540,2023-11-03,Failed,80,260.38,1,RIDER8540
8540,ORDER8541,2023-02-19,Delivered,23,451.44,5,RIDER8541
8541,ORDER8542,2023-06-12,In Transit,17,104.42,2,RIDER8542
8542,ORDER8543,2023-02-12,Failed,106,387.43,3,RIDER8543
8543,ORDER8544,2023-01-21,In Transit,34,54.28,4,RIDER8544
8544,ORDER8545,2023-09-16,In Transit,98,443.26,1,RIDER8545
8545,ORDER8546,2023-03-15,Delivered,58,263.13,1,RIDER8546
8546,ORDER8547,2023-10-28,Delivered,102,343.7,2,RIDER8547
8547,ORDER8548,2023-04-23,Delivered,18,193.89,5,RIDER8548
8548,ORDER8549,2023-11-22,Delivered,117,202.72,2,RIDER8549
8549,ORDER8550,2023-01-22,Failed,103,463.58,1,RIDER8550
8550,ORDER8551,2023-02-28,Failed,95,497.67,2,RIDER8551
8551,ORDER8552,2023-06-29,Delivered,111,55.02,4,RIDER8552
8552,ORDER8553,2023-12-18,Failed,46,124.0,3,RIDER8553
8553,ORDER8554,2023-06-12,In Transit,80,455.81,2,RIDER8554
8554,ORDER8555,2023-06-26,In Transit,117,64.06,4,RIDER8555
8555,ORDER8556,2023-11-18,Delivered,105,486.27,1,RIDER8556
8556,ORDER8557,2023-12-19,In Transit,80,437.29,1,RIDER8557
8557,ORDER8558,2023-01-31,Delivered,81,104.82,1,RIDER8558
8558,ORDER8559,2023-09-30,Failed,49,420.45,3,RIDER8559
8559,ORDER8560,2023-12-19,Failed,14,86.33,3,RIDER8560
8560,ORDER8561,2023-08-18,In Transit,39,486.2,5,RIDER8561
8561,ORDER8562,2023-07-18,Delivered,20,426.85,3,RIDER8562
8562,ORDER8563,2023-10-08,In Transit,92,169.88,4,RIDER8563
8563,ORDER8564,2023-12-07,In Transit,77,301.43,4,RIDER8564
8564,ORDER8565,2023-07-17,In Transit,88,157.55,3,RIDER8565
8565,ORDER8566,2023-06-25,Failed,38,245.86,3,RIDER8566
8566,ORDER8567,2023-07-21,In Transit,83,395.25,3,RIDER8567
8567,ORDER8568,2023-02-18,In Transit,90,268.49,3,RIDER8568
8568,ORDER8569,2023-07-09,Failed,68,390.25,3,RIDER8569
8569,ORDER8570,2023-04-23,Delivered,19,158.66,4,RIDER8570
8570,ORDER8571,2023-01-19,Failed,66,258.41,2,RIDER8571
8571,ORDER8572,2023-02-18,Delivered,115,166.87,1,RIDER8572
8572,ORDER8573,2023-02-25,Delivered,117,329.98,3,RIDER8573
8573,ORDER8574,2023-02-19,Delivered,56,254.25,3,RIDER8574
8574,ORDER8575,2023-03-11,Failed,70,451.4,5,RIDER8575
8575,ORDER8576,2023-10-01,Failed,54,94.98,1,RIDER8576
8576,ORDER8577,2023-11-26,In Transit,53,141.43,2,RIDER8577
8577,ORDER8578,2023-11-04,In Transit,99,313.27,3,RIDER8578
8578,ORDER8579,2023-10-17,Failed,69,283.97,4,RIDER8579
